asset_id,asset_type,material_type,age_years,crack_index,corrosion_level,vibration_rms,avg_daily_traffic,heavy_vehicle_pct,avg_temperature_f,humidity_pct,flood_risk_score,inspections_per_year,years_since_last_repair,strain_peak_microstrain,displacement_mm,failure_probability,failure_within_5yrs
A219429,Pipeline,Steel,47.9,,0.678,3.14,18268.0,0.234,55.4,69.5,0.303,0.43,2.9,250.3,3.23,0.41,0
A219430,Bridge,Composite,57.4,0.277,0.126,3.92,11812.0,0.22,40.0,,0.296,2.62,0.0,216.9,6.26,0.211,0
A219431,Road,Steel,40.8,0.578,0.533,3.02,,0.217,56.6,68.0,0.743,2.33,0.0,68.5,3.25,0.467,0
A219432,Road,Asphalt,49.1,0.115,0.834,0.933,15343.0,0.22,66.3,65.1,0.167,1.65,3.2,227.7,3.81,0.383,0
A219433,Road,Steel,50.1,0.367,0.436,2.816,25454.0,0.341,39.5,81.8,0.719,1.86,13.2,129.1,8.74,0.413,0
A219434,Pipeline,Concrete,29.9,0.811,0.607,1.2,16812.0,0.217,48.2,,0.599,1.03,11.6,158.2,3.11,0.579,0
A219435,Road,Concrete,16.7,0.262,0.567,,12674.0,0.197,67.8,78.9,0.577,1.09,2.1,,11.51,0.275,0
A219436,Power_System,Composite,49.7,0.709,0.729,4.368,9688.0,0.038,93.5,91.6,0.242,1.89,2.1,194.8,17.74,0.611,0
A219437,Bridge,Asphalt,34.5,0.554,,1.93,17110.0,0.089,39.1,79.8,0.0,1.89,6.4,275.8,4.45,0.453,0
A219438,Bridge,Concrete,29.3,,0.748,,13925.0,0.106,57.2,80.6,0.489,3.09,9.6,178.7,2.73,0.537,0
A219439,Bridge,Concrete,32.9,0.778,0.0,2.014,28343.0,0.051,68.1,72.5,0.542,1.98,10.3,123.7,6.74,0.423,0
A219440,Bridge,Composite,57.4,0.461,0.452,2.602,9802.0,0.22,66.7,85.5,0.057,0.1,0.5,124.1,5.61,0.285,0
A219441,Building,Steel,34.7,0.577,0.668,20.88377063148523,28654.0,0.333,49.6,73.1,0.831,1.36,8.6,246.37276156673624,6.36,0.544,0
A219442,Bridge,Steel,66.9,,0.272,3.218,12733.0,0.213,32.0,48.6,0.582,1.15,18.8,342.6,9.95,0.188,0
A219443,Pipeline,Steel,17.8,0.241,0.512,2.307,8148.0,0.194,66.8,72.6,0.0,3.43,0.0,375.8,7.78,0.193,0
A219444,Power_System,Composite,51.2,0.812,,1.247,20122.0,0.205,67.3,49.5,0.457,0.1,8.2,158.5,10.25,0.574,0
A219445,Pipeline,Steel,56.2,0.618,0.953,2.909,18872.0,0.152,57.5,100.0,0.079,1.18,11.6,,11.99,0.602,1
A219446,Bridge,Concrete,1.0,0.718,0.788,3.276,19890.0,0.255,20.9,75.8,0.261,1.81,1.9,137.5,7.42,0.479,0
A219447,Building,Concrete,27.0,,0.479,6.14,6807.0,0.487,51.5,59.3,0.0,2.43,0.0,128.3,1.16,0.339,0
A219448,Building,Steel,4.0,0.831,0.427,5.79,14861.0,0.122,77.2,53.6,0.574,2.19,4.2,275.3,11.22,0.6,0
A219449,Pipeline,Steel,39.0,0.496,0.305,5.497,12301.0,0.131,71.0,62.5,0.039,0.59,2.2,,6.88,0.189,0
A219450,Road,Composite,52.9,0.89,0.636,4.859,14345.0,0.329,62.1,54.1,0.734,1.5,9.5,191.1,5.99,0.623,0
A219451,Pipeline,Steel,41.5,0.547,0.412,3.274,8596.0,0.261,49.6,36.2,0.435,0.41,7.2,190.9,4.83,0.363,0
A219452,Bridge,Concrete,41.5,0.327,0.0,3.713,33941.0,0.085,62.8,42.6,0.677,,0.8,,0.772,0.258,0
A219453,Pipeline,Composite,5.9,0.436,0.0,5.565,11805.0,0.306,58.4,60.6,0.82,2.65,12.1,175.7,6.78,0.348,0
A219454,Bridge,Steel,45.2,0.732,0.557,4.04,10999.0,0.241,51.8,76.3,0.235,2.35,5.4,140.3,10.49,0.167,0
A219455,Pipeline,Steel,43.0,0.417,0.0,3.252,14487.0,0.254,51.9,82.6,0.028,2.03,0.0,154.9,5.7,0.201,0
A219456,Road,Steel,43.5,0.822,0.161,5.502,21271.0,0.0,56.8,54.4,0.06,4.0,0.2,242.8,5.17,0.292,0
A219457,Road,Concrete,43.7,,0.529,4.344,18772.0,0.182,74.7,74.9,0.375,0.65,11.6,147.7,7.99,0.753,1
A219458,Power_System,Composite,53.3,0.768,0.824,1.632,18695.0,0.368,51.1,64.2,0.157,2.98,15.2,80.5,4.57,0.459,0
A219459,Road,Asphalt,19.7,0.198,0.557,2.334,22934.0,0.179,66.2,79.3,0.154,3.74,7.2,200.7,3.72,0.42,0
A219460,Building,Asphalt,56.3,0.697,0.072,3.852,5934.0,0.244,19.1,55.3,0.32,1.56,14.7,277.9,14.9,0.182,1
A219461,Bridge,Concrete,21.1,0.297,1.0,5.512,,0.15,85.1,70.9,0.785,1.39,1.3,96.0,0.05,0.585,0
A219462,Pipeline,Concrete,54.8,0.606,,4.373,18788.0,0.086,75.2,62.2,0.335,1.08,1.3,31.5,4.18,0.349,0
A219463,Bridge,Concrete,77.3,0.7725182650865428,,2.317,43927.0,0.295,110.9,78.9,0.135,,10.6,456.4,3.9,0.514,0
A219464,Pipeline,Steel,25.3,0.354,0.456,5.263,17429.0,0.277,68.7,72.9,0.562,0.38,0.0,316.4,3.0,0.387,0
A219465,Building,Concrete,39.5,0.245,0.0,3.892,11254.0,0.251,54.6,62.6,0.235,2.32,11.7,292.5,3.62,0.091,0
A219466,Road,Concrete,42.2,0.602,0.156,20.28872712265963,18896.0,0.202,57.6,38.4,0.613,1.75,13.4,516.4808339856595,10.3,0.423,0
A219467,Road,Asphalt,38.5,0.282,0.525,2.771,26537.0,0.363,54.5,69.9,0.504,2.06,7.3,15.0,8.19,0.399,0
A219468,Power_System,Asphalt,36.2,0.414,0.489,2.427,8452.0,0.15,83.4,71.1,0.0,1.35,12.8,81.1,0.714,0.093,0
A219469,Road,Concrete,24.9,0.007,,2.34,0.0,0.235,58.1,67.3,0.179,2.08,4.8,357.6,8.49,0.257,0
A219470,Pipeline,Concrete,52.1,0.832,,4.757,20649.0,0.224,77.2,53.6,0.569,0.29,0.0,22.7,0.23199999999999998,0.533,0
A219471,Building,Steel,57.4,0.398,0.0,2.948,18578.0,0.354,46.9,79.1,0.682,0.69,6.3,200.9,4.14,0.247,0
A219472,Building,Asphalt,40.1,0.531,0.313,6.192,17469.0,0.285,85.9,82.4,0.057,0.15,10.9,230.2,4.03,0.438,0
A219473,Power_System,Concrete,28.0,0.34,0.298,5.167,16362.0,0.312,23.0,100.0,0.693,1.76,4.6,49.1,7.44,0.24,0
A219474,Power_System,Composite,25.5,0.312,0.286,2.296,15294.0,0.213,63.8,60.4,0.248,0.89,6.2,311.9,6.68,0.26,0
A219475,Bridge,Concrete,14.9,1.0,0.905,1.451,27022.0,0.367,60.8,83.0,0.193,3.34,10.3,315.0,9.26,0.722,1
A219476,Bridge,Steel,30.7,,0.604,0.05,8095.0,0.177,49.8,72.9,0.017,0.64,0.3,274.5,12.19,0.45,0
A219477,Building,Steel,7.4,0.017,0.0,2.37,14363.0,0.163,76.5,67.6,0.0,1.85,9.8,223.7,0.1,0.0,0
A219478,Bridge,Concrete,1.0,0.615,,2.257,30947.0,0.092,59.8,67.8,0.86,1.02,11.4,319.4,4.71,0.365,0
A219479,Building,Concrete,31.0,0.415,0.385,4.932,21966.0,0.125,56.2,71.1,0.495,1.38,0.0,232.4,2.63,0.308,0
A219480,Bridge,Steel,43.2,0.617,0.748,4.105,451.0,0.212,75.4,53.2,0.37,0.1,0.0,355.7,5.21,0.469,0
A219481,Road,Composite,27.3,0.44,0.646,2.786,29892.0,0.287,53.5,52.8,0.402,1.82,5.5,114.8,10.27,0.394,0
A219482,Road,Concrete,18.9,,0.9,0.418,43017.0,0.17,70.2,85.0,0.394,1.73,6.0,254.6,10.35,0.479,0
A219483,Road,Steel,50.3,0.358,0.524,2.633,19420.0,0.379,75.2,,0.107,0.96,5.4,,9.37,0.32,0
A219484,Pipeline,Concrete,31.2,0.883,,5.145,4859.0,0.208,60.1,100.0,0.411,2.86,13.8,226.2,8.15,0.565,0
A219485,Bridge,Concrete,53.7,0.379,0.723,3.262,4894.0,0.083,35.7,53.1,0.616,2.23,0.0,,7.51,0.392,0
A219486,Road,Asphalt,47.3,0.733,0.245,3.026,16125.0,0.113,25.2,90.5,0.615,1.47,11.3,176.4,9.21,0.561,0
A219487,Power_System,Asphalt,26.7,0.765,0.42,,9260.0,0.201,73.9,78.4,0.363,2.16,5.0,461.3,4.82,0.313,0
A219488,Bridge,Concrete,40.2,0.517,0.497,3.463,4545.0,0.151,42.1,45.4,0.998,1.39,16.2,256.9,13.52,0.3,0
A219489,Building,Concrete,48.4,0.712,0.594,3.52,21286.0,0.237,67.3,82.9,0.538,1.61,4.4,268.2,6.31,0.57,0
A219490,Pipeline,Steel,35.2,0.298,1.0,2.096,32174.0,0.123,73.6,56.1,0.089,1.93,14.8,386.1,2.65,0.447,0
A219491,Bridge,Composite,54.2,0.554,0.856,4.675,12834.0,0.251,56.3,64.7,0.287,2.11,10.5,,0.05,0.501,0
A219492,Pipeline,Concrete,72.6,0.25807526452858254,0.713,1.4,2376.0,0.29,97.2,69.7,0.581,1.93,11.0,398.8,5.18,0.355,0
A219493,Road,Asphalt,14.6,0.512,0.214,3.648,3216.0,0.132,47.2,73.7,0.315,0.1,18.2,,11.1,0.479,0
A219494,Road,Steel,33.2,0.41,0.41,2.935,16712.0,0.155,57.0,60.4,0.488,0.1,0.0,315.2,7.45,0.449,0
A219495,Bridge,Steel,28.3,0.315,,2.761,5420.0,0.127,101.4,58.9,0.677,2.21,5.8,359.2,5.03,0.328,0
A219496,Power_System,Asphalt,64.4,0.361,,5.268,26176.0,0.204,58.3,100.0,0.051,,2.9,110.6,5.64,0.17,0
A219497,Power_System,Steel,59.6,0.87,0.151,5.649,23661.0,0.332,53.5,95.5,0.012,1.05,0.0,15.0,5.56,0.378,0
A219498,Pipeline,Concrete,39.7,0.816,0.0,1.81,32019.0,0.36,88.2,65.1,0.0,0.74,8.9,383.6,8.15,0.164,0
A219499,Road,Concrete,46.1,0.547,0.0,4.387,14721.0,0.091,85.5,27.8,0.005,1.92,3.8,245.8,4.1,0.212,0
A219500,Road,Steel,45.1,0.546,0.892,1.749,38495.0,0.417,65.5,51.5,0.229,0.64,4.0,182.2,5.21,0.476,0
A219501,Pipeline,Steel,39.0,0.239,0.534,4.051,28029.0,0.367,75.4,63.0,0.115,3.14,13.6,155.8,9.51,0.442,0
A219502,Pipeline,Steel,56.4,0.556,0.616,4.964,23572.0,0.202,61.0,,0.0,0.1,13.9,152.6,1.64,0.526,0
A219503,Building,Concrete,22.0,0.855,0.659,0.894,11641.0,0.299,76.6,69.8,0.468,0.58,6.1,120.6,8.52,0.441,0
A219504,Bridge,Composite,37.0,,0.655,1.195,11557.0,0.23,71.9,87.3,0.571,1.56,4.7,352.7,8.31,0.569,0
A219505,Power_System,Concrete,32.9,1.0,0.502,5.917,482.0,0.146,69.5,78.8,0.0,0.85,8.6,324.7,7.94,0.441,0
A219506,Bridge,Concrete,51.1,,1.0,,18372.0,0.177,65.7,52.3,0.356,1.56,15.1,145.0,3.72,0.449,0
A219507,Power_System,Concrete,55.6,0.106,,1.567,20910.0,0.204,39.1,99.6,0.272,1.27,4.0,264.2,8.06,0.208,0
A219508,Bridge,Composite,32.1,0.303,0.435,2.094,30949.0,0.242,85.6,,0.232,2.11,7.6,153.7,3.62,0.401,0
A219509,Road,Steel,32.3,0.202,0.322,4.534,,0.153,36.6,51.0,0.314,2.16,6.8,205.7,5.17,0.323,0
A219510,Building,Steel,28.0,0.647,0.491,4.17,4725.0,0.0,94.5,74.1,0.996,1.84,0.3,304.5,11.67,0.355,0
A219511,Road,Asphalt,32.7,0.751,0.0,4.423,23797.0,0.213,40.8,59.0,0.0,2.17,8.1,287.3,11.94,0.324,0
A219512,Bridge,Concrete,27.5,0.777,,2.251,25752.0,0.144,49.9,88.7,0.498,,2.3,194.3,6.58,0.469,0
A219513,Pipeline,Composite,24.4,0.598,0.747,2.815,37332.0,0.263,77.2,80.3,0.846,1.61,7.5,237.3,10.18,0.588,1
A219514,Building,Concrete,50.2,0.795,0.815,0.05,12204.0,0.172,43.8,71.3,0.93,2.09,5.8,280.3,7.09,0.62,0
A219515,Road,Steel,35.9,0.681,0.026,0.703,10085.0,0.224,39.7,28.0,0.958,1.6,0.0,98.1,4.83,0.29,0
A219516,Pipeline,Concrete,61.5,0.319,0.32,3.879,24705.0,0.105,55.5,57.3,0.416,1.12,6.4,285.8,0.05,0.322,0
A219517,Building,Steel,72.0,0.10094525438715371,0.498,2.635,14486.0,0.278,83.6,79.3,0.388,1.06,7.4,174.0,4.09,0.228,0
A219518,Bridge,Asphalt,39.1,0.641,0.519,3.58,37815.0,0.302,82.8,71.0,0.276,0.1,15.5,258.2,8.05,0.67,1
A219519,Pipeline,Concrete,46.7,0.265,0.949,4.229,15545.0,0.311,75.2,90.4,0.31,0.1,7.8,65.0,6.18,0.287,0
A219520,Pipeline,Asphalt,49.4,0.59,1.0,3.752,1214.0,0.106,86.5,83.2,0.373,1.05,0.0,419.0,4.17,0.544,0
A219521,Road,Concrete,15.1,0.57,0.557,1.412,,0.194,37.8,50.0,0.0,2.8,5.7,188.5,0.69,0.322,0
A219522,Bridge,Concrete,19.5,0.987,0.661,0.382,,0.342,51.1,59.2,0.079,,7.9,312.2,13.0,0.398,0
A219523,Road,Steel,63.7,0.675,0.606,0.87,1069.0,0.262,28.4,59.1,0.544,1.23,10.1,111.1,7.75,0.389,0
A219524,Road,Composite,2.7,0.418,0.0,2.495,4368.0,0.267,64.8,73.3,0.99,0.56,4.1,64.3,8.17,0.298,0
A219525,Building,Concrete,83.0,0.4866998219337674,0.25,3.767,31770.0,0.232,53.0,66.1,0.711,1.42,7.4,219.8,0.05,0.46,0
A219526,Building,Steel,56.5,0.151,0.401,1.443,25250.0,0.149,80.8,77.1,0.234,,11.0,15.0,3.56,0.317,0
A219527,Pipeline,Steel,43.7,0.0,0.303,,25858.0,0.198,56.5,68.6,0.036,3.77,9.4,362.0,0.05,0.015,0
A219528,Road,Asphalt,52.2,0.776,0.741,4.632,27857.0,0.124,80.5,78.7,0.59,0.1,17.6,273.2,6.3,0.755,1
A219529,Building,Composite,53.4,,0.522,4.116,18710.0,0.133,45.7,49.4,0.233,2.92,6.9,222.2,5.11,0.486,0
A219530,Bridge,Asphalt,23.3,0.955,0.0,,0.0,0.122,58.8,61.6,0.502,1.17,2.5,89.8,5.02,0.42,0
A219531,Road,Composite,13.5,0.757,0.228,1.176,46938.0,0.089,36.7,71.2,0.757,1.71,3.9,322.6,12.7,0.487,0
A219532,Road,Composite,33.3,0.672,0.62,1.034,,0.134,42.9,61.7,0.533,1.72,6.9,79.9,3.14,0.522,0
A219533,Road,Steel,45.6,0.442,0.414,3.218,,0.168,43.6,57.0,0.46,1.51,10.2,223.6,11.57,0.427,0
A219534,Bridge,Concrete,37.9,0.433,0.495,2.388,32732.0,0.156,81.0,72.0,0.974,2.99,7.5,189.9,5.98,0.401,0
A219535,Road,Asphalt,27.9,0.343,0.24,1.617,8459.0,0.077,52.6,68.1,0.0,1.44,0.0,271.7,4.55,0.06,0
A219536,Bridge,Asphalt,22.3,0.799,,1.806,5836.0,0.17,97.5,48.3,0.436,2.58,6.0,,6.67,0.562,0
A219537,Bridge,Concrete,20.0,0.302,1.0,1.709,7136.0,0.182,87.4,40.3,0.545,2.54,1.9,350.6,9.59,0.412,0
A219538,Power_System,Asphalt,34.9,0.37,0.353,3.092,35206.0,0.414,37.9,53.4,0.442,0.4,10.5,270.7,7.6,0.357,0
A219539,Building,Steel,12.0,0.155,0.509,1.583,31136.0,0.196,62.4,73.2,0.0,1.59,1.2,155.3,4.5,0.158,0
A219540,Road,Composite,37.7,0.376,0.059,4.144,10544.0,0.129,55.8,,0.215,2.52,11.6,197.4,5.93,0.404,0
A219541,Pipeline,Composite,23.1,0.277,0.113,6.521,25925.0,0.131,94.0,54.8,0.014,2.04,3.9,240.1,4.86,0.236,0
A219542,Bridge,Steel,34.2,0.549,0.792,4.284,20015.0,0.352,96.6,40.9,0.0,1.5,6.1,249.7,0.05,0.527,0
A219543,Building,Concrete,14.4,0.459,0.421,,7741.0,0.309,56.6,57.3,0.0,3.69,1.2,233.4,0.72,0.243,0
A219544,Pipeline,Steel,33.8,,0.824,2.18,19470.0,0.108,103.2,72.5,0.364,2.35,0.0,318.3,4.3,0.643,0
A219545,Road,Steel,45.4,0.325,0.0,4.947,1941.0,0.205,74.3,49.5,0.521,2.8,10.9,,2.97,0.371,0
A219546,Road,Concrete,28.8,,0.593,,35626.0,0.041,58.1,62.3,0.332,2.17,11.0,361.7,7.57,0.307,0
A219547,Road,Steel,22.0,0.0,0.082,1.405,19628.0,0.149,71.7,44.4,0.045,2.99,3.6,171.8,11.25,0.091,0
A219548,Building,Concrete,54.1,0.836,0.528,3.029,25613.0,0.258,55.0,100.0,0.867,2.17,0.0,272.5,8.52,0.57,0
A219549,Building,Concrete,22.6,0.6,,4.8,14804.0,0.271,65.4,64.1,0.301,0.92,4.5,165.9,6.61,0.324,0
A219550,Bridge,Concrete,4.0,0.887,0.389,2.065,31846.0,0.106,61.9,58.5,0.0,2.44,0.8,79.4,10.06,0.34,0
A219551,Power_System,Concrete,73.7,0.44570843954324535,0.835,2.638,0.0,0.106,41.4,55.9,0.501,2.93,8.6,189.7,0.05,0.478,1
A219552,Pipeline,Steel,23.2,0.444,0.263,3.145,15380.0,0.18,47.5,85.2,0.4,1.47,5.2,159.5,3.93,0.322,0
A219553,Power_System,Concrete,27.4,0.51,0.273,4.851,20934.0,0.313,71.2,92.1,0.454,1.88,5.6,402.9,10.7,0.357,0
A219554,Bridge,Composite,66.5,0.378,0.547,3.232,31693.0,0.209,85.6,70.2,0.765,2.57,9.1,70.2,8.77,0.53,0
A219555,Building,Asphalt,60.3,0.0,0.449,3.872,23178.0,0.231,75.4,77.5,0.108,0.34,3.8,106.8,11.65,0.202,0
A219556,Pipeline,Steel,52.4,0.518,0.675,2.916,42092.0,0.181,51.6,75.4,0.0,0.1,2.8,316.0,2.31,0.377,0
A219557,Bridge,Concrete,41.4,0.364,0.344,3.823,11681.0,0.084,52.0,37.0,0.46,0.49,8.4,338.7,15.03,0.353,0
A219558,Bridge,Concrete,47.8,0.682,,6.112,36196.0,0.385,44.9,51.6,0.797,2.49,7.4,138.6,5.68,0.61,0
A219559,Bridge,Composite,55.9,0.572,0.438,2.195,27178.0,0.161,49.6,96.7,0.473,3.05,6.2,268.5,8.07,0.352,0
A219560,Power_System,Concrete,31.7,0.55,0.453,,8931.0,0.267,58.2,65.0,0.24,1.09,7.0,,7.36,0.279,0
A219561,Pipeline,Concrete,38.1,0.396,,2.219,10848.0,0.258,83.2,75.8,0.34,2.39,9.5,216.3,1.82,0.278,0
A219562,Road,Steel,31.8,0.275,0.302,3.813,22869.0,0.129,70.4,59.0,0.289,1.36,14.6,,7.49,0.284,0
A219563,Road,Steel,23.7,0.271,0.868,4.616,22128.0,0.225,50.4,17.7,0.622,1.74,10.3,,1.36,0.449,0
A219564,Building,Steel,35.0,0.903,0.452,4.468,19866.0,0.141,71.0,93.8,0.527,0.1,6.5,171.5,7.98,0.421,0
A219565,Road,Steel,55.1,0.33,0.803,,22146.0,0.282,14.6,70.1,0.375,0.1,8.7,62.7,0.69,0.62,0
A219566,Bridge,Concrete,28.9,0.606,0.085,3.455,24012.0,0.128,52.5,61.4,0.714,0.96,5.7,263.5,5.32,0.432,0
A219567,Pipeline,Concrete,34.2,0.494,0.941,4.287,43005.0,0.178,66.5,42.4,1.0,2.01,8.6,202.0,5.01,0.582,0
A219568,Pipeline,Steel,32.7,0.16,0.574,1.838,25494.0,0.134,59.6,29.0,0.254,1.41,14.7,199.2,13.93,0.269,0
A219569,Building,Steel,28.9,0.519,0.348,1.397,18108.0,0.023,56.6,95.9,0.417,1.7,2.7,352.6,10.53,0.334,0
A219570,Bridge,Steel,35.0,0.758,,0.05,33178.0,0.077,75.0,67.9,0.743,2.79,6.2,15.0,3.14,0.399,0
A219571,Pipeline,Asphalt,1.0,0.344,,5.291,23939.0,0.346,60.6,,0.231,1.67,11.2,337.7,8.0,0.271,0
A219572,Building,Steel,13.6,0.412,0.408,5.078,42822.0,0.206,52.7,37.5,0.448,1.78,5.4,,9.14,0.283,0
A219573,Pipeline,Concrete,51.5,0.511,0.0,5.527,19044.0,0.147,95.1,57.8,0.041,1.18,9.1,240.9,9.58,0.317,0
A219574,Building,Steel,20.3,0.495,0.298,2.586,13697.0,0.369,56.3,41.6,0.141,,12.5,293.9,13.73,0.433,0
A219575,Building,Concrete,39.4,0.704,0.308,1.526,12649.0,0.377,53.1,39.1,0.376,0.92,9.0,269.1,0.05,0.508,0
A219576,Building,Steel,34.2,0.513,0.412,,14146.0,0.317,72.9,89.4,0.178,2.55,6.6,253.1,4.22,0.321,0
A219577,Bridge,Concrete,44.6,0.395,1.0,14.873247521296467,32502.0,0.328,48.0,56.3,0.543,1.85,5.3,88.6063757177069,2.89,0.496,0
A219578,Bridge,Asphalt,52.1,0.547,0.423,1.733,23209.0,0.171,71.7,94.9,0.424,1.21,15.1,167.5,5.18,0.301,0
A219579,Pipeline,Composite,30.7,0.048,0.582,4.489,19641.0,0.253,71.1,49.7,0.484,2.29,5.3,216.9,4.9,0.264,0
A219580,Power_System,Composite,27.3,0.463,0.263,2.897,34472.0,0.131,37.9,64.1,0.216,2.77,2.1,110.7,7.04,0.242,0
A219581,Power_System,Asphalt,45.6,0.386,,0.828,24441.0,0.148,84.6,73.7,0.617,0.72,17.8,169.5,5.21,0.317,0
A219582,Road,Concrete,47.2,0.326,0.098,,26748.0,0.221,68.0,71.4,0.941,0.81,8.3,15.0,4.99,0.313,0
A219583,Pipeline,Concrete,33.0,0.675,0.669,3.544,39218.0,0.199,73.0,37.1,0.0,0.1,8.7,230.6,7.58,0.352,0
A219584,Road,Concrete,54.0,0.0,0.849,4.101,27932.0,0.134,79.7,77.1,0.611,0.2,4.0,252.3,0.15,0.45,0
A219585,Pipeline,Steel,45.7,0.533,0.0,4.375,18840.0,0.18,33.9,73.3,0.636,2.37,9.4,326.8,5.9,0.246,0
A219586,Bridge,Asphalt,54.7,0.726,0.585,2.04,41656.0,0.282,76.8,60.9,0.651,3.39,20.1,283.4,6.4,0.512,0
A219587,Building,Steel,29.1,0.275,0.502,2.96,29996.0,0.164,75.7,47.0,0.0,0.1,8.3,116.9,8.44,0.352,0
A219588,Power_System,Concrete,48.0,0.407,0.482,3.595,26185.0,0.11,47.0,69.6,0.169,2.84,4.1,121.7,7.86,0.345,0
A219589,Pipeline,Asphalt,63.3,0.79,,3.245,12448.0,0.126,37.7,73.1,0.571,1.41,8.9,208.9,7.22,0.36,0
A219590,Bridge,Concrete,64.2,0.177,0.412,3.541,32608.0,0.271,40.7,98.9,0.238,1.97,7.2,108.9,5.85,0.206,0
A219591,Road,Steel,70.8,0.452526108951665,0.598,2.839,32141.0,0.113,61.8,49.6,0.668,0.85,13.6,65.6,4.17,0.458,0
A219592,Building,Steel,28.7,0.392,0.69,4.367,28631.0,0.333,61.4,70.6,0.468,1.21,11.3,254.8,8.67,0.424,0
A219593,Road,Composite,37.7,0.446,0.914,4.85,28974.0,0.129,72.0,30.6,0.431,2.28,9.0,329.3,5.58,0.494,0
A219594,Building,Steel,28.4,0.565,0.0,2.189,12592.0,0.304,42.5,52.2,0.231,1.22,3.3,247.3,1.99,0.296,0
A219595,Building,Concrete,54.8,0.496,0.433,5.413,22019.0,0.327,50.5,,1.0,1.72,14.2,227.4,6.94,0.605,0
A219596,Building,Asphalt,43.3,,0.071,3.652,18508.0,0.064,71.4,49.3,1.0,3.53,15.7,255.3,7.01,0.344,0
A219597,Road,Asphalt,26.4,0.0,0.404,3.453,20549.0,0.239,79.4,70.6,0.315,0.1,12.5,304.9,6.58,0.118,0
A219598,Pipeline,Steel,33.3,0.746,0.0,5.287,48024.0,0.25,60.4,69.7,0.384,1.55,15.5,332.1,4.9,0.311,0
A219599,Building,Steel,41.8,,0.863,4.705,2081.0,0.14,78.2,61.4,0.466,2.1,16.0,304.8,5.69,0.68,1
A219600,Building,Steel,22.8,0.262,0.238,1.584,8104.0,0.124,56.5,44.4,0.4,,11.5,199.6,8.67,0.259,0
A219601,Building,Asphalt,15.4,0.452,0.424,3.593,22841.0,0.198,64.6,73.9,0.466,1.48,4.2,209.3,9.94,0.332,0
A219602,Building,Steel,34.6,0.368,0.671,1.86,33149.0,0.224,58.7,59.4,0.71,0.1,0.7,50.3,0.84,0.393,0
A219603,Pipeline,Asphalt,50.9,0.447,0.823,2.053,40918.0,0.452,81.0,41.0,0.265,3.19,2.4,,7.73,0.428,0
A219604,Pipeline,Asphalt,30.8,0.388,0.584,4.147,,0.147,80.5,38.0,0.66,4.5,6.2,203.4,5.44,0.3,0
A219605,Pipeline,Steel,22.4,0.712,1.0,3.322,,0.101,57.9,84.1,0.465,1.93,6.1,176.1,3.11,0.526,0
A219606,Power_System,Composite,59.1,0.346,,5.677,17086.0,0.077,96.1,52.3,0.601,2.56,2.7,99.6,14.08,0.475,0
A219607,Bridge,Concrete,25.7,0.634,0.639,2.044,0.0,0.142,106.7,70.6,0.826,1.31,11.3,297.2,3.41,0.56,0
A219608,Bridge,Concrete,3.2,0.355,0.326,3.009,0.0,0.206,43.3,71.8,0.449,2.01,15.4,323.3,8.75,0.4,0
A219609,Building,Steel,46.0,0.684,0.0,2.294,,0.0,49.4,70.8,0.853,0.1,9.0,149.4,8.13,0.512,0
A219610,Building,Composite,59.3,0.623,0.412,3.449,17758.0,0.273,42.5,53.4,0.281,2.96,1.5,91.4,7.9,0.448,0
A219611,Pipeline,Concrete,10.1,0.332,0.263,3.44,5933.0,0.275,53.0,71.0,1.0,2.08,9.2,,6.01,0.435,0
A219612,Bridge,Concrete,76.7,0.8104585553048629,0.36,3.46,18677.0,0.267,73.0,93.1,0.821,,0.5,333.8,12.44,0.549,0
A219613,Road,Asphalt,51.0,0.309,0.507,3.021,,0.108,55.6,67.3,0.288,0.1,0.0,217.9,12.67,0.364,1
A219614,Building,Steel,16.5,0.518,0.781,4.525,20995.0,0.282,36.3,84.0,0.601,0.1,14.4,285.3,9.84,0.427,0
A219615,Bridge,Concrete,20.3,0.942,0.871,1.643,5288.0,0.325,56.4,71.2,0.139,1.91,12.1,320.2,2.72,0.473,0
A219616,Bridge,Steel,20.1,0.996,0.256,4.744,28269.0,0.225,54.0,84.0,0.607,1.72,12.2,67.8,6.16,0.421,0
A219617,Power_System,Concrete,56.1,0.427,0.835,4.796,6415.0,0.151,61.1,95.2,0.414,1.68,3.0,353.8,11.64,0.508,0
A219618,Pipeline,Composite,7.9,0.163,0.938,13.870154976664221,11305.0,0.219,60.3,70.0,0.5,0.92,8.2,1118.1947157848579,6.14,0.406,0
A219619,Bridge,Steel,13.6,0.654,0.613,4.559,20682.0,0.156,59.1,,0.164,2.17,14.2,258.3,8.56,0.412,0
A219620,Road,Concrete,1.0,0.818,0.307,3.944,28511.0,0.196,93.7,41.3,0.0,1.94,14.5,228.7,6.91,0.469,1
A219621,Building,Steel,36.5,0.538,0.043,1.88,20898.0,0.068,74.1,,0.636,3.34,8.2,372.1,5.94,0.273,0
A219622,Building,Steel,51.4,0.712,0.382,3.448,12717.0,0.276,61.6,82.9,0.247,2.54,8.3,310.8,5.02,0.714,1
A219623,Road,Steel,31.7,0.101,0.403,2.59,10141.0,0.166,58.6,79.9,0.754,0.33,3.8,93.9,1.99,0.289,0
